Incident Number,Province,Incident type,Incident Types,Emergency Level,Reported Date,Discovered Date and Time,Regulation,Status,Company,Latitude,Longitude,Facility Name,Pipeline or Facility Type,Pipeline Name,Pipeline length (km),Pipeline/Equipment Involved?,Equipment Inspected?,No maintenance done on this equipment or component,Substance,Rupture,Released substance type,Release Type,Released volume (m3),Substance carried,Why it Happened,Significant,Activity being performed at time of incident,Workdays lost,Number of fatalities,Number of individuals injured,Number of people evacuated
INC2017-028,British Columbia,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,2/24/2017,2/19/2017 12:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.2836,-120.22,,Gathering,"12 Sierra Pipeline""",10.59411,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sour,"Human Factors, Inadequate Supervision",No,Maintenance,,,,0
INC2017-027,British Columbia,Release of Substance,Release of Substance,Level I,2/24/2017,2/21/2017 5:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.14410425,-120.6639331,TAYLOR (STN 1) (STN 1),Gathering,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,5798.4,,"Human Factors, Tools and Equipment",No,Operation,,,,0
INC2017-024,Alberta,Fire,Fire,Level I,2/19/2017,2/18/2017 11:30,OPR,Closed,NOVA Gas Transmission Ltd.,56.85842,-120.04474,,Transmission,Northwest M/L (Boundary Lake Section) - Nps 36,112.4552,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,"Human Factors, Maintenance, Tools and Equipment",No,Construction,,,,0
INC2017-023,Alberta,Release of Substance,Release of Substance,Level II,2/17/2017,2/17/2017 3:50,OPR,Closed,Enbridge Pipelines Inc.,53.51651,-113.37012,,Transmission,Line 2,1282.305,Yes,No,Yes,Condensate,Yes,Condensate,Liquid,988,Crude Oil,"Engineering and Planning, Human Factors",Yes,Operation,,,,0
INC2017-022,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,2/17/2017,2/16/2017 9:09,OPR,Closed,NOVA Gas Transmission Ltd.,54.38978294,-118.7791417,MUSREAU LAKE NORTH NO. 2,Transmission,"",,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2017-021,Alberta,Fire,Fire,Level I,2/15/2017,2/13/2017 8:15,OPR,Closed,NOVA Gas Transmission Ltd.,56.66181,-111.78793,,Transmission,Pelican Mainline Nps 16,271.4092,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Maintenance,No,Maintenance,,,,0
INC2017-020,Alberta,Fire,Fire,Level I,2/14/2017,2/13/2017 9:00,OPR,Closed,NOVA Gas Transmission Ltd.,56.537345,-119.903125,,Transmission,Northwest M/L (Boundary Lake Section) - Nps 36,112.4552,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Natural or Environmental Forces,No,Construction,,,,0
INC2017-019,Alberta,Fire,Fire,Level I,2/8/2017,2/7/2017 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,55.8974,-119.4945,,Transmission,"",,No,No,No,Not Applicable,No,,Not Applicable,,,Human Factors,No,Construction,,,,0
INC2017-018,New Brunswick,Release of Substance,Release of Substance,Level I,2/8/2017,1/30/2017 1:35,OPR,Closed,Emera Brunswick Pipeline Company Ltd.,45.28,-66,,Transmission,Brunswick Pipeline,142.8733,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.001,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2017-016,British Columbia,Release of Substance,Release of Substance,Level I,2/2/2017,,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),Processing,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,491,,Maintenance,No,Operation,,,,0
INC2017-015,Saskatchewan,"Interruption of Pipeline Operations, Release of Substance",Release of Substance,Level I,1/31/2017,1/31/2017 1:30,OPR,Closed,Tundra Energy Marketing Limited,49.285641,-101.651464,,Gathering,"",,Yes,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,5,,"Inadequate Supervision, Maintenance",Yes,Operation,,,,0
INC2017-013,Alberta,Fire,Fire,Level I,1/29/2017,1/28/2017 2:30,OPR,Closed,NOVA Gas Transmission Ltd.,53.651993,-116.707123,,Transmission,Grande Prairie Mainline Loop 2,35.95152,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,"Failure in communication, Maintenance, Tools and Equipment",No,Construction,,,,0
INC2017-012,Alberta,Fire,Fire,Level I,1/29/2017,1/26/2017 2:00,OPR,Closed,NOVA Gas Transmission Ltd.,53.574646,-116.560407,,Transmission,Grande Prairie Mainline Loop 2,35.95152,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,"Maintenance, Tools and Equipment",No,Construction,,,,0
INC2017-011,British Columbia,Release of Substance,Release of Substance,Level II,1/28/2017,1/28/2017 4:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),Processing,"",,Yes,No,No,Hydrogen Sulphide,No,Hydrogen Sulphide,Miscellaneous,0.86,,Maintenance,Yes,Operation,,,,0
INC2017-010,British Columbia,Release of Substance,Release of Substance,Level I,1/27/2017,1/26/2017 4:30,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),Processing,"",,Yes,No,No,Sulphur,No,Sulphur,Miscellaneous,0.4,,Tools and Equipment,No,Operation,,,,0
INC2017-009,New Brunswick,Release of Substance,Release of Substance,Level I,1/25/2017,1/25/2017 1:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.98805,-64.14431,FREDERICTON,Transmission,Mainline,574.8808,Yes,Yes,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,Natural Gas,Maintenance,No,Operation,,,,0
INC2017-008,Saskatchewan,Fire,Fire,Level I,1/23/2017,1/20/2017 4:50,OPR,Closed,NOVA Chemicals (Canada) Ltd.,49.552049,-105.985536,,Transmission,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Maintenance,,,,0
INC2017-007,British Columbia,Release of Substance,Release of Substance,Level I,1/19/2017,1/17/2017 3:30,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.571667,-121.94,,Processing,"24 Grizzly Pipeline Loop""",16.59602,Yes,No,No,Natural Gas - Sour,No,Natural Gas - Sour,Gas,22.3,Natural Gas Sour,Maintenance,Yes,Operation,,,,0
INC2017-006,Saskatchewan,Explosion,Explosion,Level I,1/17/2017,1/17/2017 11:30,OPR,Closed,Enbridge Pipelines Inc.,51.446111,-107.389167,,Transmission,Line 1,1255.999,Yes,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Maintenance,No,Operation,,,,0
INC2017-005,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,1/16/2017,9/27/2016 11:10,OPR,Closed,NOVA Gas Transmission Ltd.,55.521447,-119.3545135,VALHALLA #2,Transmission,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2017-004,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,1/16/2017,1/15/2017 12:23,OPR,Closed,NOVA Gas Transmission Ltd.,55.069302,-114.442254,,Transmission,Mitsue Lateral - Nps 8,39.45358,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Tools and Equipment,No,Operation,,,,0
INC2017-003,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,1/12/2017,10/28/2016 3:00,OPR,Closed,NOVA Gas Transmission Ltd.,50.54099862,-111.7600391,TILLEBROOK,Transmission,Tilliebrook M/S Producer Tie-in - Nps 6,0.6242707,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Engineering and Planning,No,Operation,,,,0
INC2017-002,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,1/9/2017,1/8/2017 10:29,OPR,Closed,NOVA Gas Transmission Ltd.,59.05770283,-118.8719403,ZAMA LAKE #3,Transmission,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Failure in communication,No,Operation,,,,0
INC2017-001,British Columbia,Release of Substance,Release of Substance,Level I,1/5/2017,1/1/2017 11:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.33159692,-121.6381581,,Gathering,"24 Grizzly Pipeline Loop""",16.59602,Yes,Yes,Yes,Natural Gas - Sour,No,Natural Gas - Sour,Gas,201,Natural Gas Sour,Engineering and Planning,Yes,Operation,,,,0
INC2016-149,Alberta,Release of Substance,Release of Substance,Level I,12/23/2016,12/22/2016 5:10,OPR,Closed,NOVA Gas Transmission Ltd.,53.20998,-111.84962,,Transmission,Viking West Lateral - Nps 6,8.092556,Yes,No,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,9246,Natural Gas,Human Factors,No,Operation,,,,0
INC2016-148,British Columbia,Release of Substance,Release of Substance,Level I,12/20/2016,12/20/2016 1:01,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.65324554,-122.6848231,Fort Nelson Gas Plant,Processing,"24 Yoyo Pipeline""",76.87128,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,72,Natural Gas Sour,Maintenance,No,Operation,,,,0
INC2016-147,Nova Scotia,Release of Substance,Release of Substance,Level I,12/19/2016,12/17/2016 2:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,44.690626,-63.59345,,Transmission,Halifax Lateral,126.1401,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2016-146,Ontario,Release of Substance,Release of Substance,Level I,12/15/2016,12/14/2016 7:00,OPR,Closed,TransCanada PipeLines Limited,49.75034152,-84.13337202,,Transmission,Line 100-1,2595.725,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.1,Natural Gas,Engineering and Planning,No,Operation,,,,0
INC2016-144,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,12/9/2016,12/8/2016 5:48,OPR,Closed,TransCanada Keystone Pipeline GP Ltd.,52.64363744,-111.2775357,HARDISTY WEST INTERCONNECTING FACILITIES BOOSTER PUMP STATION,Transmission,Gibson West Interconnect Pipeline,1.151308,Yes,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Engineering and Planning,No,Operation,,,,0
INC2016-143,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,12/9/2016,12/9/2016 4:05,OPR,Closed,NOVA Gas Transmission Ltd.,55.81164,-119.27018,,Transmission,Gordondale Lateral - Nps 16,117.3814,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Tools and Equipment,No,Operation,,,,0
INC2016-142,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,12/6/2016,12/5/2016 2:06,OPR,Closed,NOVA Gas Transmission Ltd.,51.939713,-112.073701,,Transmission,North Lateral Extension - Nps 16,276.2668,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Tools and Equipment,No,Operation,,,,0
INC2016-141,New Brunswick,Release of Substance,Release of Substance,Level I,12/6/2016,12/5/2016 7:00,OPR,Closed,Emera Brunswick Pipeline Company Ltd.,45.2158179,-65.976788,,Transmission,Brunswick Pipeline,142.8733,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,3,Natural Gas,Maintenance,No,Operation,,,,0
INC2016-140,British Columbia,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,11/29/2016,11/28/2016 3:36,OPR,Closed,NOVA Gas Transmission Ltd.,49.3062,-114.03907,,Transmission,Waterton Lateral - Nps 16,2.584061,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Tools and Equipment,No,Maintenance,,,,0
INC2016-139,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,11/24/2016,11/7/2016 11:50,OPR,Closed,NOVA Gas Transmission Ltd.,55.128802,-119.389847,,Transmission,Grande Prairie Mainline Loop,368.2235,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,"Natural Gas, Natural Gas Sweet",Tools and Equipment,No,Operation,,,,0
INC2016-138,Manitoba,Explosion,Explosion,Level I,11/23/2016,11/22/2016 9:00,OPR,Closed,TransCanada Keystone Pipeline GP Ltd.,49.62182529,-98.00927638,PS 26 CARMAN,Transmission,Keystone,1227.085,Yes,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Engineering and Planning,No,Operation,,,,0
INC2016-137,British Columbia,Explosion,Explosion,Level I,11/22/2016,11/22/2016 3:30,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.14630285,-120.6691693,MCMAHON GAS PLANT (MCMAHON),Processing,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2016-135,Ontario,Fire,Fire,Level I,11/21/2016,11/21/2016 9:00,OPR,Closed,TransCanada PipeLines Limited,45.70163,-79.41703,,Transmission,Line 100-2 (Central),,Yes,No,No,Not Applicable,No,,Not Applicable,,,"Human Factors, Tools and Equipment",No,Maintenance,,,,0
INC2016-133,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,11/18/2016,11/16/2016 4:43,OPR,Closed,NOVA Gas Transmission Ltd.,53.960517,-111.806651,,Transmission,Saddle Lake West Lateral - Nps 6,13.39145,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Tools and Equipment,No,Operation,,,,0
INC2016-132,British Columbia,Release of Substance,Release of Substance,Level I,11/17/2016,11/17/2016 6:17,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.64990496,-122.2072164,WILLOW FLATS (STN 2) (2),Transmission,"Spectra - 30 Mainline""",1274.364,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,24100,"Natural Gas, Natural Gas Sweet",Maintenance,No,Operation,,,,0
INC2016-130,British Columbia,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Level II,11/8/2016,11/8/2016 1:18,OPR,Closed,Trans Mountain Pipeline ULC,52.870416,-119.296387,,Transmission,Mainline,1596.894,No,No,No,Not Applicable,No,,Not Applicable,,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light","Failure in communication, Inadequate Supervision",Yes,Maintenance,,,1,1
INC2016-128,Nova Scotia,Release of Substance,Release of Substance,Level I,10/31/2016,10/31/2016 10:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,44.6791,-63.5921,,Transmission,Halifax Lateral,126.1401,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,Natural Gas,Maintenance,No,Operation,,,,0
INC2016-126,Saskatchewan,"Interruption of Pipeline Operations, Release of Substance",Release of Substance,Level I,10/24/2016,10/24/2016 8:50,OPR,Closed,Many Islands Pipe Lines (Canada) Limited,49.0097,-102.589,,Transmission,Steelman-north Portal,36.77603,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,24000,Natural Gas Sweet,Engineering and Planning,No,Operation,,,,0
INC2016-125,New Brunswick,Release of Substance,Release of Substance,Level I,10/24/2016,10/24/2016 4:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,46.1614081,-65.349648,,Transmission,Mainline,574.8808,Yes,Yes,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,10,Natural Gas,Maintenance,No,Operation,,,,0
INC2016-124,British Columbia,Release of Substance,Release of Substance,Level I,10/20/2016,10/19/2016 10:48,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.47138904,-122.1137089,N4 COMPRESSOR,Transmission,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,529960,,"Engineering and Planning, Maintenance",Yes,Operation,,,,0
INC2016-122,Saskatchewan,Fire,Fire,Level I,10/15/2016,10/15/2016 7:51,OPR,Closed,Enbridge Pipelines Inc.,51.870752,-109.034275,Kerrobert Pump Station,Transmission,Alberta Clipper (Line 67),,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2016-121,Ontario,Release of Substance,Release of Substance,Level II,10/14/2016,10/13/2016 11:30,OPR,Closed,TransCanada PipeLines Limited,48.870172,-88.458775,,Transmission,Line 100-1,2595.725,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,50,Natural Gas,Human Factors,No,Maintenance,,,,0
INC2016-120,Alberta,Release of Substance,Release of Substance,Level I,10/7/2016,10/5/2016 4:00,OPR,Closed,NOVA Gas Transmission Ltd.,51.599421,-114.244235,,Transmission,Central Alberta System M/L Loop (1971 Harmattan / Didsburysection) - Nps 42,30.92385,Yes,No,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,342,Natural Gas,Maintenance,No,Maintenance,,,,0
INC2016-119,British Columbia,Release of Substance,Release of Substance,Level I,10/3/2016,10/2/2016 5:15,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",51.836784,-121.511133,"30 - 36"" Crossover""",Transmission,"Spectra - 30 Mainline""",1274.364,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,448,"Natural Gas, Natural Gas Sweet",Engineering and Planning,No,Operation,,,,0
INC2016-118,British Columbia,Release of Substance,Release of Substance,Level I,9/28/2016,9/28/2016 3:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",52.72947567,-122.4419765,,Transmission,Southern Mainline,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,16645,,Maintenance,No,Operation,,,,0
INC2016-117,Ontario,"Fire, Serious Injury (CER or TSB)","Serious Injury (CER or TSB), Fire",Level II,9/28/2016,9/27/2016 3:30,OPR,Closed,Trans-Northern Pipelines Inc.,43.383581,-79.752363,,Transmission,Mainline,635.0188,No,No,No,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,"Human Factors, Tools and Equipment",Yes,Maintenance,,,1,0
INC2016-116,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,9/26/2016,9/23/2016 12:02,OPR,Closed,NOVA Gas Transmission Ltd.,54.830119,-118.646961,,Transmission,Grande Prairie Mainline Loop,368.2235,Yes,No,No,Not Applicable,No,,Not Applicable,,"Natural Gas, Natural Gas Sweet","Engineering and Planning, Tools and Equipment",No,Operation,,,,0
INC2016-115,Alberta,Release of Substance,Release of Substance,Level I,9/22/2016,9/22/2016 1:10,OPR,Closed,Enbridge Pipelines Inc.,52.63822644,-111.2786457,HARDISTY,Transmission,Line 1,1255.999,Yes,Yes,Yes,Natural Gas Liquids,No,Natural Gas Liquids,Gas,0.0001,Crude Oil,Tools and Equipment,No,Operation,,,,0
INC2016-113,Saskatchewan,Fire,Fire,Level I,9/18/2016,9/17/2016 2:00,OPR,Closed,TransCanada PipeLines Limited,50.679196,-109.981615,,Transmission,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Maintenance,,,,0
INC2016-112,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,9/16/2016,9/15/2016 10:10,OPR,Closed,NOVA Gas Transmission Ltd.,55.069302,-114.442254,,Transmission,Mitsue Lateral - Nps 8,39.45358,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Tools and Equipment,No,Operation,,,,0
INC2016-110,British Columbia,Release of Substance,Release of Substance,Level I,9/12/2016,8/28/2016 6:26,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.14356248,-120.6685897,Alliance/CS-1 Meter Station (#107),Transmission,"",,No,No,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,52,,Maintenance,No,Operation,,,,0
INC2016-109,British Columbia,Release of Substance,Release of Substance,Level I,9/12/2016,8/25/2016 3:30,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.55101914,-122.4538759,,Transmission,"Spectra - 36 Loop""",1105.137,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,113.55,Natural Gas,Maintenance,No,Operation,,,,0
INC2016-108,British Columbia,Release of Substance,Release of Substance,Level I,9/6/2016,9/5/2016 12:41,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.55101914,-122.4538759,CROSSOVER ASSEMBLY (Valve 89),Transmission,"Spectra - 30 Mainline""",1274.364,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,113.55,"Natural Gas, Natural Gas Sweet",Maintenance,No,Maintenance,,,,0
INC2016-107,Ontario,Release of Substance,Release of Substance,Level I,9/4/2016,9/3/2016 12:36,OPR,Closed,TransCanada PipeLines Limited,49.443028,-91.714439,,Transmission,Line 100-1 (Central Section),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,,Tools and Equipment,No,Maintenance,,,,0
INC2016-106,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,9/2/2016,9/1/2016 2:12,OPR,Closed,Enbridge Pipelines Inc.,51.3531,-106.9799,,Transmission,"",,Yes,Yes,No,Not Applicable,No,,Not Applicable,,,Natural or Environmental Forces,No,Maintenance,,,,0
INC2016-105,Manitoba,Release of Substance,Release of Substance,Level I,9/1/2016,9/1/2016 12:30,OPR,Closed,TransCanada PipeLines Limited,49.72011504,-96.98386154,STN 41 - ILE DES CHENES,Transmission,Line 100-1,2595.725,Yes,No,No,Lube Oil,No,Lube Oil,Liquid,0.115,Natural Gas,Maintenance,No,Operation,,,,0
